site_name,display_name,lga_code,timestamp_local,timestamp_utc,latitude,longitude,temperature_c,apparent_temperature_c,precipitation_probability_pct,weather_code,weather_description,wind_speed_kmh,wind_gusts_kmh,uv_index,pm2_5_ugm3,pm10_ugm3,air_quality_available
banyule,Banyule,20660,2026-08-26T00:00:00+10:00,2026-08-25T14:00:00+00:00,-37.7338437047388,145.08683445465346,11.0,9.1,74,51,light_drizzle,13.9,26.6,0.0,9.8,10.5,true
banyule,Banyule,20660,2026-08-26T01:00:00+10:00,2026-08-25T15:00:00+00:00,-37.7338437047388,145.08683445465346,10.7,8.6,100,51,light_drizzle,14.7,28.4,0.0,5.2,6.0,true
banyule,Banyule,20660,2026-08-26T02:00:00+10:00,2026-08-25T16:00:00+00:00,-37.7338437047388,145.08683445465346,10.5,8.7,89,51,light_drizzle,12.3,28.1,0.0,3.7,4.9,true
banyule,Banyule,20660,2026-08-26T03:00:00+10:00,2026-08-25T17:00:00+00:00,-37.7338437047388,145.08683445465346,10.5,8.7,62,51,light_drizzle,12.6,24.1,0.0,3.8,5.1,true
banyule,Banyule,20660,2026-08-26T04:00:00+10:00,2026-08-25T18:00:00+00:00,-37.7338437047388,145.08683445465346,10.0,8.1,37,2,partly_cloudy,11.5,23.8,0.0,4.2,5.8,true
banyule,Banyule,20660,2026-08-26T05:00:00+10:00,2026-08-25T19:00:00+00:00,-37.7338437047388,145.08683445465346,9.2,7.4,22,3,overcast,9.1,21.6,0.0,4.8,6.6,true
banyule,Banyule,20660,2026-08-26T06:00:00+10:00,2026-08-25T20:00:00+00:00,-37.7338437047388,145.08683445465346,8.5,6.7,10,1,mainly_clear,8.8,16.6,0.0,5.3,7.2,true
banyule,Banyule,20660,2026-08-26T07:00:00+10:00,2026-08-25T21:00:00+00:00,-37.7338437047388,145.08683445465346,7.9,6.0,2,1,mainly_clear,8.0,15.8,0.0,6.2,8.3,true
banyule,Banyule,20660,2026-08-26T08:00:00+10:00,2026-08-25T22:00:00+00:00,-37.7338437047388,145.08683445465346,8.8,6.8,0,2,partly_cloudy,9.7,19.4,0.2,6.7,9.1,true
banyule,Banyule,20660,2026-08-26T09:00:00+10:00,2026-08-25T23:00:00+00:00,-37.7338437047388,145.08683445465346,10.1,8.5,0,51,light_drizzle,8.2,20.9,0.7,6.1,8.6,true
banyule,Banyule,20660,2026-08-26T10:00:00+10:00,2026-08-26T00:00:00+00:00,-37.7338437047388,145.08683445465346,12.2,10.2,0,1,mainly_clear,11.6,25.2,1.75,8.3,12.2,true
banyule,Banyule,20660,2026-08-26T11:00:00+10:00,2026-08-26T01:00:00+00:00,-37.7338437047388,145.08683445465346,13.3,10.4,3,51,light_drizzle,15.5,36.0,2.5,7.3,10.9,true
banyule,Banyule,20660,2026-08-26T12:00:00+10:00,2026-08-26T02:00:00+00:00,-37.7338437047388,145.08683445465346,13.8,10.7,6,51,light_drizzle,15.2,36.4,2.55,7.3,11.0,true
banyule,Banyule,20660,2026-08-26T13:00:00+10:00,2026-08-26T03:00:00+00:00,-37.7338437047388,145.08683445465346,13.9,10.7,8,51,light_drizzle,16.6,38.5,2.45,7.2,10.9,true
banyule,Banyule,20660,2026-08-26T14:00:00+10:00,2026-08-26T04:00:00+00:00,-37.7338437047388,145.08683445465346,14.1,11.0,6,1,mainly_clear,15.4,38.5,1.7,7.5,11.2,true
banyule,Banyule,20660,2026-08-26T15:00:00+10:00,2026-08-26T05:00:00+00:00,-37.7338437047388,145.08683445465346,13.6,10.8,3,0,clear_sky,14.7,36.0,1.1,7.2,10.9,true
banyule,Banyule,20660,2026-08-26T16:00:00+10:00,2026-08-26T06:00:00+00:00,-37.7338437047388,145.08683445465346,13.0,10.3,0,0,clear_sky,13.2,33.8,0.5,7.5,11.1,true
banyule,Banyule,20660,2026-08-26T17:00:00+10:00,2026-08-26T07:00:00+00:00,-37.7338437047388,145.08683445465346,12.3,9.9,0,2,partly_cloudy,11.2,29.9,0.1,8.0,11.6,true
banyule,Banyule,20660,2026-08-26T18:00:00+10:00,2026-08-26T08:00:00+00:00,-37.7338437047388,145.08683445465346,10.8,8.9,0,1,mainly_clear,8.2,23.4,0.0,9.9,13.6,true
banyule,Banyule,20660,2026-08-26T19:00:00+10:00,2026-08-26T09:00:00+00:00,-37.7338437047388,145.08683445465346,10.0,8.2,0,2,partly_cloudy,7.5,15.8,0.0,12.1,15.9,true
banyule,Banyule,20660,2026-08-26T20:00:00+10:00,2026-08-26T10:00:00+00:00,-37.7338437047388,145.08683445465346,9.5,7.8,0,3,overcast,6.7,14.0,0.0,12.9,16.4,true
banyule,Banyule,20660,2026-08-26T21:00:00+10:00,2026-08-26T11:00:00+00:00,-37.7338437047388,145.08683445465346,9.3,7.8,0,3,overcast,5.3,12.6,0.0,11.8,14.5,true
banyule,Banyule,20660,2026-08-26T22:00:00+10:00,2026-08-26T12:00:00+00:00,-37.7338437047388,145.08683445465346,9.0,7.7,0,2,partly_cloudy,4.2,9.7,0.0,11.8,14.3,true
banyule,Banyule,20660,2026-08-26T23:00:00+10:00,2026-08-26T13:00:00+00:00,-37.7338437047388,145.08683445465346,8.6,7.4,0,2,partly_cloudy,3.4,7.6,0.0,11.8,14.4,true
banyule,Banyule,20660,2026-08-27T00:00:00+10:00,2026-08-26T14:00:00+00:00,-37.7338437047388,145.08683445465346,8.1,7.0,0,3,overcast,2.3,6.1,0.0,11.6,14.2,true
banyule,Banyule,20660,2026-08-27T01:00:00+10:00,2026-08-26T15:00:00+00:00,-37.7338437047388,145.08683445465346,7.9,6.9,0,2,partly_cloudy,1.3,4.7,0.0,11.1,13.9,true
banyule,Banyule,20660,2026-08-27T02:00:00+10:00,2026-08-26T16:00:00+00:00,-37.7338437047388,145.08683445465346,7.4,6.1,0,1,mainly_clear,2.8,5.4,0.0,10.8,13.7,true
banyule,Banyule,20660,2026-08-27T03:00:00+10:00,2026-08-26T17:00:00+00:00,-37.7338437047388,145.08683445465346,6.8,5.5,0,1,mainly_clear,2.2,5.4,0.0,10.6,13.6,true
banyule,Banyule,20660,2026-08-27T04:00:00+10:00,2026-08-26T18:00:00+00:00,-37.7338437047388,145.08683445465346,6.3,4.8,0,1,mainly_clear,2.9,4.3,0.0,10.5,13.9,true
banyule,Banyule,20660,2026-08-27T05:00:00+10:00,2026-08-26T19:00:00+00:00,-37.7338437047388,145.08683445465346,6.0,4.4,0,0,clear_sky,2.4,5.4,0.0,10.8,14.2,true
banyule,Banyule,20660,2026-08-27T06:00:00+10:00,2026-08-26T20:00:00+00:00,-37.7338437047388,145.08683445465346,5.4,3.8,0,0,clear_sky,2.0,3.6,0.0,11.4,14.8,true
banyule,Banyule,20660,2026-08-27T07:00:00+10:00,2026-08-26T21:00:00+00:00,-37.7338437047388,145.08683445465346,4.8,3.1,0,0,clear_sky,1.9,3.6,0.05,16.4,19.8,true
banyule,Banyule,20660,2026-08-27T08:00:00+10:00,2026-08-26T22:00:00+00:00,-37.7338437047388,145.08683445465346,6.7,5.1,0,0,clear_sky,3.2,8.3,0.35,21.0,23.2,true
banyule,Banyule,20660,2026-08-27T09:00:00+10:00,2026-08-26T23:00:00+00:00,-37.7338437047388,145.08683445465346,9.6,8.3,0,1,mainly_clear,1.9,9.7,1.15,13.6,17.1,true
banyule,Banyule,20660,2026-08-27T10:00:00+10:00,2026-08-27T00:00:00+00:00,-37.7338437047388,145.08683445465346,11.5,10.2,0,2,partly_cloudy,2.8,12.6,2.3,10.4,14.6,true
banyule,Banyule,20660,2026-08-27T11:00:00+10:00,2026-08-27T01:00:00+00:00,-37.7338437047388,145.08683445465346,12.8,11.6,0,3,overcast,2.6,13.3,3.4,10.0,14.0,true
banyule,Banyule,20660,2026-08-27T12:00:00+10:00,2026-08-27T02:00:00+00:00,-37.7338437047388,145.08683445465346,13.4,11.8,0,3,overcast,3.6,14.4,3.95,9.8,13.8,true
banyule,Banyule,20660,2026-08-27T13:00:00+10:00,2026-08-27T03:00:00+00:00,-37.7338437047388,145.08683445465346,14.1,13.2,0,2,partly_cloudy,3.9,15.8,3.65,10.0,14.1,true
banyule,Banyule,20660,2026-08-27T14:00:00+10:00,2026-08-27T04:00:00+00:00,-37.7338437047388,145.08683445465346,14.7,13.6,0,0,clear_sky,5.3,17.6,2.8,10.3,14.3,true
banyule,Banyule,20660,2026-08-27T15:00:00+10:00,2026-08-27T05:00:00+00:00,-37.7338437047388,145.08683445465346,15.2,13.3,0,1,mainly_clear,7.2,19.8,1.65,10.5,14.5,true
banyule,Banyule,20660,2026-08-27T16:00:00+10:00,2026-08-27T06:00:00+00:00,-37.7338437047388,145.08683445465346,15.0,13.4,0,1,mainly_clear,5.2,19.8,0.65,10.0,13.8,true
banyule,Banyule,20660,2026-08-27T17:00:00+10:00,2026-08-27T07:00:00+00:00,-37.7338437047388,145.08683445465346,13.8,12.2,0,2,partly_cloudy,6.5,14.4,0.15,11.9,15.4,true
banyule,Banyule,20660,2026-08-27T18:00:00+10:00,2026-08-27T08:00:00+00:00,-37.7338437047388,145.08683445465346,12.0,11.0,0,3,overcast,4.3,14.8,0.0,17.1,20.5,true
banyule,Banyule,20660,2026-08-27T19:00:00+10:00,2026-08-27T09:00:00+00:00,-37.7338437047388,145.08683445465346,11.7,11.1,0,3,overcast,1.9,8.3,0.0,21.2,24.4,true
banyule,Banyule,20660,2026-08-27T20:00:00+10:00,2026-08-27T10:00:00+00:00,-37.7338437047388,145.08683445465346,11.8,11.2,0,3,overcast,2.2,3.2,0.0,25.0,28.0,true
banyule,Banyule,20660,2026-08-27T21:00:00+10:00,2026-08-27T11:00:00+00:00,-37.7338437047388,145.08683445465346,11.4,10.4,0,3,overcast,3.5,6.5,0.0,28.4,31.2,true
banyule,Banyule,20660,2026-08-27T22:00:00+10:00,2026-08-27T12:00:00+00:00,-37.7338437047388,145.08683445465346,10.4,9.6,0,3,overcast,2.3,7.2,0.0,28.3,30.5,true
banyule,Banyule,20660,2026-08-27T23:00:00+10:00,2026-08-27T13:00:00+00:00,-37.7338437047388,145.08683445465346,9.6,8.6,0,3,overcast,2.9,5.0,0.0,23.4,25.1,true
banyule,Banyule,20660,2026-08-28T00:00:00+10:00,2026-08-27T14:00:00+00:00,-37.7338437047388,145.08683445465346,9.7,8.3,0,3,overcast,6.3,11.5,0.0,17.5,19.0,true
banyule,Banyule,20660,2026-08-28T01:00:00+10:00,2026-08-27T15:00:00+00:00,-37.7338437047388,145.08683445465346,8.5,6.6,0,0,clear_sky,7.9,14.8,0.0,13.2,14.6,true
banyule,Banyule,20660,2026-08-28T02:00:00+10:00,2026-08-27T16:00:00+00:00,-37.7338437047388,145.08683445465346,7.6,5.3,0,2,partly_cloudy,8.7,16.2,0.0,10.0,11.4,true
banyule,Banyule,20660,2026-08-28T03:00:00+10:00,2026-08-27T17:00:00+00:00,-37.7338437047388,145.08683445465346,7.4,5.1,0,3,overcast,7.6,16.2,0.0,7.7,9.0,true
banyule,Banyule,20660,2026-08-28T04:00:00+10:00,2026-08-27T18:00:00+00:00,-37.7338437047388,145.08683445465346,7.4,4.9,0,3,overcast,8.8,16.2,0.0,6.3,7.7,true
banyule,Banyule,20660,2026-08-28T05:00:00+10:00,2026-08-27T19:00:00+00:00,-37.7338437047388,145.08683445465346,7.5,5.0,0,1,mainly_clear,8.4,16.2,0.0,5.7,7.2,true
banyule,Banyule,20660,2026-08-28T06:00:00+10:00,2026-08-27T20:00:00+00:00,-37.7338437047388,145.08683445465346,7.3,4.7,0,0,clear_sky,8.7,15.8,0.0,5.6,7.1,true
banyule,Banyule,20660,2026-08-28T07:00:00+10:00,2026-08-27T21:00:00+00:00,-37.7338437047388,145.08683445465346,7.3,4.6,0,0,clear_sky,9.5,17.6,0.05,6.9,8.3,true
banyule,Banyule,20660,2026-08-28T08:00:00+10:00,2026-08-27T22:00:00+00:00,-37.7338437047388,145.08683445465346,8.9,6.3,2,0,clear_sky,9.9,18.7,0.2,8.2,9.5,true
banyule,Banyule,20660,2026-08-28T09:00:00+10:00,2026-08-27T23:00:00+00:00,-37.7338437047388,145.08683445465346,11.5,9.6,4,0,clear_sky,7.3,18.0,0.4,10.6,12.0,true
banyule,Banyule,20660,2026-08-28T10:00:00+10:00,2026-08-28T00:00:00+00:00,-37.7338437047388,145.08683445465346,13.6,11.7,8,1,mainly_clear,6.2,19.4,0.75,8.7,10.9,true
banyule,Banyule,20660,2026-08-28T11:00:00+10:00,2026-08-28T01:00:00+00:00,-37.7338437047388,145.08683445465346,14.9,13.4,12,3,overcast,5.1,18.0,1.25,7.4,9.5,true
banyule,Banyule,20660,2026-08-28T12:00:00+10:00,2026-08-28T02:00:00+00:00,-37.7338437047388,145.08683445465346,14.6,13.4,18,3,overcast,4.0,17.3,1.3,6.0,7.7,true
banyule,Banyule,20660,2026-08-28T13:00:00+10:00,2026-08-28T03:00:00+00:00,-37.7338437047388,145.08683445465346,14.7,13.6,24,3,overcast,3.8,12.2,2.05,5.9,7.5,true
banyule,Banyule,20660,2026-08-28T14:00:00+10:00,2026-08-28T04:00:00+00:00,-37.7338437047388,145.08683445465346,14.7,14.2,35,3,overcast,0.3,11.2,2.45,5.8,7.7,true
banyule,Banyule,20660,2026-08-28T15:00:00+10:00,2026-08-28T05:00:00+00:00,-37.7338437047388,145.08683445465346,14.2,13.3,46,51,light_drizzle,4.1,10.8,1.5,6.3,8.7,true
banyule,Banyule,20660,2026-08-28T16:00:00+10:00,2026-08-28T06:00:00+00:00,-37.7338437047388,145.08683445465346,13.1,12.9,51,53,moderate_drizzle,3.4,11.9,0.65,7.5,10.5,true
banyule,Banyule,20660,2026-08-28T17:00:00+10:00,2026-08-28T07:00:00+00:00,-37.7338437047388,145.08683445465346,12.8,12.9,43,51,light_drizzle,2.1,9.0,0.15,8.5,12.1,true
banyule,Banyule,20660,2026-08-28T18:00:00+10:00,2026-08-28T08:00:00+00:00,-37.7338437047388,145.08683445465346,12.5,12.8,27,3,overcast,1.4,6.1,0.0,11.6,15.5,true
banyule,Banyule,20660,2026-08-28T19:00:00+10:00,2026-08-28T09:00:00+00:00,-37.7338437047388,145.08683445465346,12.2,12.0,14,3,overcast,4.2,7.2,0.0,15.1,18.8,true
banyule,Banyule,20660,2026-08-28T20:00:00+10:00,2026-08-28T10:00:00+00:00,-37.7338437047388,145.08683445465346,11.9,11.6,7,2,partly_cloudy,4.6,8.6,0.0,18.9,23.2,true
banyule,Banyule,20660,2026-08-28T21:00:00+10:00,2026-08-28T11:00:00+00:00,-37.7338437047388,145.08683445465346,10.8,10.2,3,0,clear_sky,4.2,8.3,0.0,21.7,26.4,true
banyule,Banyule,20660,2026-08-28T22:00:00+10:00,2026-08-28T12:00:00+00:00,-37.7338437047388,145.08683445465346,10.1,9.4,0,0,clear_sky,4.1,7.6,0.0,26.5,31.9,true
banyule,Banyule,20660,2026-08-28T23:00:00+10:00,2026-08-28T13:00:00+00:00,-37.7338437047388,145.08683445465346,9.6,8.8,0,3,overcast,4.3,7.6,0.0,28.0,33.9,true
banyule,Banyule,20660,2026-08-29T00:00:00+10:00,2026-08-28T14:00:00+00:00,-37.7338437047388,145.08683445465346,9.5,9.0,1,3,overcast,2.2,6.8,0.0,28.8,35.2,true
banyule,Banyule,20660,2026-08-29T01:00:00+10:00,2026-08-28T15:00:00+00:00,-37.7338437047388,145.08683445465346,10.1,9.7,2,3,overcast,2.6,4.7,0.0,28.2,34.8,true
banyule,Banyule,20660,2026-08-29T02:00:00+10:00,2026-08-28T16:00:00+00:00,-37.7338437047388,145.08683445465346,10.0,9.4,3,3,overcast,4.3,7.9,0.0,25.7,32.0,true
banyule,Banyule,20660,2026-08-29T03:00:00+10:00,2026-08-28T17:00:00+00:00,-37.7338437047388,145.08683445465346,10.0,9.2,4,3,overcast,5.3,9.4,0.0,22.5,28.1,true
banyule,Banyule,20660,2026-08-29T04:00:00+10:00,2026-08-28T18:00:00+00:00,-37.7338437047388,145.08683445465346,9.9,8.8,4,3,overcast,6.9,13.0,0.0,19.4,24.8,true
banyule,Banyule,20660,2026-08-29T05:00:00+10:00,2026-08-28T19:00:00+00:00,-37.7338437047388,145.08683445465346,9.6,8.4,3,3,overcast,7.3,13.7,0.0,16.9,22.2,true
banyule,Banyule,20660,2026-08-29T06:00:00+10:00,2026-08-28T20:00:00+00:00,-37.7338437047388,145.08683445465346,9.1,7.8,1,3,overcast,6.7,14.8,0.0,15.7,20.5,true
banyule,Banyule,20660,2026-08-29T07:00:00+10:00,2026-08-28T21:00:00+00:00,-37.7338437047388,145.08683445465346,8.5,7.5,0,3,overcast,3.8,12.6,0.05,17.2,21.7,true
banyule,Banyule,20660,2026-08-29T08:00:00+10:00,2026-08-28T22:00:00+00:00,-37.7338437047388,145.08683445465346,8.7,7.7,0,2,partly_cloudy,4.0,10.8,0.35,18.5,22.8,true
banyule,Banyule,20660,2026-08-29T09:00:00+10:00,2026-08-28T23:00:00+00:00,-37.7338437047388,145.08683445465346,9.8,8.5,1,2,partly_cloudy,5.3,15.8,0.95,15.3,20.4,true
banyule,Banyule,20660,2026-08-29T10:00:00+10:00,2026-08-29T00:00:00+00:00,-37.7338437047388,145.08683445465346,11.3,9.6,2,2,partly_cloudy,7.8,21.2,1.6,13.9,20.3,true
banyule,Banyule,20660,2026-08-29T11:00:00+10:00,2026-08-29T01:00:00+00:00,-37.7338437047388,145.08683445465346,12.2,10.0,2,3,overcast,8.9,23.8,2.0,13.1,19.8,true
banyule,Banyule,20660,2026-08-29T12:00:00+10:00,2026-08-29T02:00:00+00:00,-37.7338437047388,145.08683445465346,12.7,10.3,1,3,overcast,9.5,24.8,2.2,12.1,18.1,true
banyule,Banyule,20660,2026-08-29T13:00:00+10:00,2026-08-29T03:00:00+00:00,-37.7338437047388,145.08683445465346,13.2,10.9,0,3,overcast,9.5,25.2,2.1,11.8,17.5,true
banyule,Banyule,20660,2026-08-29T14:00:00+10:00,2026-08-29T04:00:00+00:00,-37.7338437047388,145.08683445465346,13.4,10.7,0,2,partly_cloudy,12.3,30.2,1.55,11.4,16.7,true
banyule,Banyule,20660,2026-08-29T15:00:00+10:00,2026-08-29T05:00:00+00:00,-37.7338437047388,145.08683445465346,12.7,9.7,0,3,overcast,14.4,33.8,0.85,11.4,16.6,true
banyule,Banyule,20660,2026-08-29T16:00:00+10:00,2026-08-29T06:00:00+00:00,-37.7338437047388,145.08683445465346,12.1,9.4,0,3,overcast,12.5,33.8,0.35,12.2,17.9,true
banyule,Banyule,20660,2026-08-29T17:00:00+10:00,2026-08-29T07:00:00+00:00,-37.7338437047388,145.08683445465346,11.6,9.6,0,3,overcast,8.6,27.7,0.1,13.5,19.8,true
banyule,Banyule,20660,2026-08-29T18:00:00+10:00,2026-08-29T08:00:00+00:00,-37.7338437047388,145.08683445465346,10.8,10.0,0,0,clear_sky,2.0,18.0,0.0,14.1,20.1,true
banyule,Banyule,20660,2026-08-29T19:00:00+10:00,2026-08-29T09:00:00+00:00,-37.7338437047388,145.08683445465346,9.4,8.2,0,0,clear_sky,3.1,4.3,0.0,14.1,19.1,true
banyule,Banyule,20660,2026-08-29T20:00:00+10:00,2026-08-29T10:00:00+00:00,-37.7338437047388,145.08683445465346,9.0,7.9,1,3,overcast,2.3,6.1,0.0,14.8,19.7,true
banyule,Banyule,20660,2026-08-29T21:00:00+10:00,2026-08-29T11:00:00+00:00,-37.7338437047388,145.08683445465346,9.7,8.6,1,3,overcast,3.1,5.0,0.0,15.6,21.0,true
banyule,Banyule,20660,2026-08-29T22:00:00+10:00,2026-08-29T12:00:00+00:00,-37.7338437047388,145.08683445465346,10.2,9.0,2,3,overcast,4.5,7.6,0.0,14.5,19.5,true
banyule,Banyule,20660,2026-08-29T23:00:00+10:00,2026-08-29T13:00:00+00:00,-37.7338437047388,145.08683445465346,10.2,9.1,2,51,light_drizzle,5.0,9.4,0.0,13.2,17.7,true
banyule,Banyule,20660,2026-08-30T00:00:00+10:00,2026-08-29T14:00:00+00:00,-37.7338437047388,145.08683445465346,9.9,8.8,2,51,light_drizzle,5.5,10.1,0.0,12.3,16.4,true
banyule,Banyule,20660,2026-08-30T01:00:00+10:00,2026-08-29T15:00:00+00:00,-37.7338437047388,145.08683445465346,9.5,8.2,2,2,partly_cloudy,6.3,11.5,0.0,11.5,15.3,true
banyule,Banyule,20660,2026-08-30T02:00:00+10:00,2026-08-29T16:00:00+00:00,-37.7338437047388,145.08683445465346,8.7,7.3,2,2,partly_cloudy,5.9,11.5,0.0,11.2,15.1,true
banyule,Banyule,20660,2026-08-30T03:00:00+10:00,2026-08-29T17:00:00+00:00,-37.7338437047388,145.08683445465346,8.3,6.8,2,3,overcast,5.5,10.8,0.0,11.2,15.0,true
banyule,Banyule,20660,2026-08-30T04:00:00+10:00,2026-08-29T18:00:00+00:00,-37.7338437047388,145.08683445465346,8.2,6.8,2,3,overcast,4.8,10.4,0.0,11.3,15.1,true
banyule,Banyule,20660,2026-08-30T05:00:00+10:00,2026-08-29T19:00:00+00:00,-37.7338437047388,145.08683445465346,8.0,6.6,1,3,overcast,4.1,9.7,0.0,11.4,15.3,true
banyule,Banyule,20660,2026-08-30T06:00:00+10:00,2026-08-29T20:00:00+00:00,-37.7338437047388,145.08683445465346,7.9,6.6,1,3,overcast,3.7,9.4,0.0,12.2,16.2,true
banyule,Banyule,20660,2026-08-30T07:00:00+10:00,2026-08-29T21:00:00+00:00,-37.7338437047388,145.08683445465346,8.2,7.0,0,2,partly_cloudy,3.4,10.1,0.0,13.5,17.4,true
banyule,Banyule,20660,2026-08-30T08:00:00+10:00,2026-08-29T22:00:00+00:00,-37.7338437047388,145.08683445465346,9.3,8.2,0,3,overcast,3.5,13.0,0.2,15.1,19.0,true
banyule,Banyule,20660,2026-08-30T09:00:00+10:00,2026-08-29T23:00:00+00:00,-37.7338437047388,145.08683445465346,10.8,9.5,0,3,overcast,5.5,17.3,0.6,14.3,18.5,true
banyule,Banyule,20660,2026-08-30T10:00:00+10:00,2026-08-30T00:00:00+00:00,-37.7338437047388,145.08683445465346,12.1,10.5,0,3,overcast,7.6,20.9,1.5,12.6,17.6,true
banyule,Banyule,20660,2026-08-30T11:00:00+10:00,2026-08-30T01:00:00+00:00,-37.7338437047388,145.08683445465346,12.9,11.2,0,51,light_drizzle,8.6,22.7,2.25,11.8,17.0,true
banyule,Banyule,20660,2026-08-30T12:00:00+10:00,2026-08-30T02:00:00+00:00,-37.7338437047388,145.08683445465346,13.4,11.7,0,51,light_drizzle,8.9,24.1,2.95,11.3,16.4,true
banyule,Banyule,20660,2026-08-30T13:00:00+10:00,2026-08-30T03:00:00+00:00,-37.7338437047388,145.08683445465346,13.7,12.0,0,51,light_drizzle,9.0,24.8,3.15,11.2,16.2,true
banyule,Banyule,20660,2026-08-30T14:00:00+10:00,2026-08-30T04:00:00+00:00,-37.7338437047388,145.08683445465346,13.7,11.9,0,3,overcast,9.6,25.2,2.9,10.5,15.1,true
banyule,Banyule,20660,2026-08-30T15:00:00+10:00,2026-08-30T05:00:00+00:00,-37.7338437047388,145.08683445465346,13.4,11.5,0,3,overcast,10.1,25.2,1.8,10.7,15.2,true
banyule,Banyule,20660,2026-08-30T16:00:00+10:00,2026-08-30T06:00:00+00:00,-37.7338437047388,145.08683445465346,12.9,11.1,0,3,overcast,9.6,24.8,0.8,10.8,15.4,true
banyule,Banyule,20660,2026-08-30T17:00:00+10:00,2026-08-30T07:00:00+00:00,-37.7338437047388,145.08683445465346,12.3,10.8,0,3,overcast,7.5,24.8,0.15,11.1,15.7,true
banyule,Banyule,20660,2026-08-30T18:00:00+10:00,2026-08-30T08:00:00+00:00,-37.7338437047388,145.08683445465346,11.5,10.4,0,2,partly_cloudy,5.1,24.5,0.0,12.6,17.1,true
banyule,Banyule,20660,2026-08-30T19:00:00+10:00,2026-08-30T09:00:00+00:00,-37.7338437047388,145.08683445465346,10.8,9.8,0,1,mainly_clear,3.9,22.7,0.0,12.8,16.6,true
banyule,Banyule,20660,2026-08-30T20:00:00+10:00,2026-08-30T10:00:00+00:00,-37.7338437047388,145.08683445465346,10.1,9.1,0,1,mainly_clear,3.0,18.4,0.0,12.6,16.0,true
banyule,Banyule,20660,2026-08-30T21:00:00+10:00,2026-08-30T11:00:00+00:00,-37.7338437047388,145.08683445465346,9.4,8.5,0,1,mainly_clear,1.7,12.6,0.0,12.8,16.1,true
banyule,Banyule,20660,2026-08-30T22:00:00+10:00,2026-08-30T12:00:00+00:00,-37.7338437047388,145.08683445465346,8.9,8.0,0,1,mainly_clear,1.1,7.9,0.0,13.4,16.6,true
banyule,Banyule,20660,2026-08-30T23:00:00+10:00,2026-08-30T13:00:00+00:00,-37.7338437047388,145.08683445465346,8.6,7.8,0,2,partly_cloudy,0.4,5.4,,,,false
banyule,Banyule,20660,2026-08-31T00:00:00+10:00,2026-08-30T14:00:00+00:00,-37.7338437047388,145.08683445465346,8.5,7.6,0,2,partly_cloudy,1.3,4.3,,,,false
banyule,Banyule,20660,2026-08-31T01:00:00+10:00,2026-08-30T15:00:00+00:00,-37.7338437047388,145.08683445465346,8.4,7.4,0,3,overcast,2.2,4.0,,,,false
banyule,Banyule,20660,2026-08-31T02:00:00+10:00,2026-08-30T16:00:00+00:00,-37.7338437047388,145.08683445465346,8.4,7.4,0,3,overcast,2.8,4.7,,,,false
banyule,Banyule,20660,2026-08-31T03:00:00+10:00,2026-08-30T17:00:00+00:00,-37.7338437047388,145.08683445465346,8.5,7.4,0,3,overcast,3.2,6.1,,,,false
banyule,Banyule,20660,2026-08-31T04:00:00+10:00,2026-08-30T18:00:00+00:00,-37.7338437047388,145.08683445465346,8.6,7.4,0,3,overcast,3.6,7.2,,,,false
banyule,Banyule,20660,2026-08-31T05:00:00+10:00,2026-08-30T19:00:00+00:00,-37.7338437047388,145.08683445465346,8.6,7.5,0,3,overcast,3.6,7.6,,,,false
banyule,Banyule,20660,2026-08-31T06:00:00+10:00,2026-08-30T20:00:00+00:00,-37.7338437047388,145.08683445465346,8.6,7.6,0,3,overcast,3.2,7.6,,,,false
banyule,Banyule,20660,2026-08-31T07:00:00+10:00,2026-08-30T21:00:00+00:00,-37.7338437047388,145.08683445465346,8.9,7.9,0,3,overcast,3.1,7.9,,,,false
banyule,Banyule,20660,2026-08-31T08:00:00+10:00,2026-08-30T22:00:00+00:00,-37.7338437047388,145.08683445465346,9.7,8.7,0,3,overcast,3.1,9.4,,,,false
banyule,Banyule,20660,2026-08-31T09:00:00+10:00,2026-08-30T23:00:00+00:00,-37.7338437047388,145.08683445465346,10.8,9.8,0,3,overcast,3.3,11.2,,,,false
banyule,Banyule,20660,2026-08-31T10:00:00+10:00,2026-08-31T00:00:00+00:00,-37.7338437047388,145.08683445465346,12.1,11.1,0,2,partly_cloudy,3.3,13.0,,,,false
banyule,Banyule,20660,2026-08-31T11:00:00+10:00,2026-08-31T01:00:00+00:00,-37.7338437047388,145.08683445465346,13.6,12.8,0,2,partly_cloudy,2.9,14.0,,,,false
banyule,Banyule,20660,2026-08-31T12:00:00+10:00,2026-08-31T02:00:00+00:00,-37.7338437047388,145.08683445465346,15.2,15.0,0,1,mainly_clear,2.0,14.8,,,,false
banyule,Banyule,20660,2026-08-31T13:00:00+10:00,2026-08-31T03:00:00+00:00,-37.7338437047388,145.08683445465346,16.6,16.9,0,0,clear_sky,1.7,15.1,,,,false
banyule,Banyule,20660,2026-08-31T14:00:00+10:00,2026-08-31T04:00:00+00:00,-37.7338437047388,145.08683445465346,17.8,18.1,0,0,clear_sky,2.2,15.1,,,,false
banyule,Banyule,20660,2026-08-31T15:00:00+10:00,2026-08-31T05:00:00+00:00,-37.7338437047388,145.08683445465346,18.7,18.3,0,0,clear_sky,3.3,14.8,,,,false
